Date,PartID,PartName,ServiceCenter,VehicleModel,QtyOrdered,UnitCost,LeadTimeDays
6/6/2024,P002,Infotainment Screen,Fremont,Cybertruck,408,1508,28
4/29/2024,P007,Battery Module,New York,Model X,147,241,4
2/28/2024,P013,Infotainment Screen,Shanghai,Model 3,189,1132,5
8/2/2024,P004,Battery Module,Shanghai,Model S,90,66,3
5/7/2024,P006,Bumper Cover,New York,Model S,404,1985,14
8/11/2024,P018,Seat Belt Kit,Austin,Model S,380,468,29
7/27/2024,P019,Brake Pad Set,Shanghai,Cybertruck,473,286,13
4/24/2024,P015,Fuse Box,Fremont,Model X,59,636,11
7/27/2024,P003,Steering Wheel,Berlin,Model X,132,138,21
1/14/2024,P020,Infotainment Screen,New York,Model S,93,559,17
1/9/2024,P017,Battery Module,Austin,Model 3,129,824,28
2/9/2024,P016,Windshield,New York,Model Y,156,1681,29
8/24/2024,P013,Mirror Assembly,New York,Cybertruck,237,1374,28
10/7/2024,P020,Shock Absorber,New York,Model 3,110,435,16
12/24/2024,P008,Radiator,Fremont,Model Y,243,1627,11
7/19/2024,P014,Bumper Cover,Austin,Model S,49,271,20
9/2/2024,P004,Coolant Pump,Berlin,Model Y,143,1356,16
10/4/2024,P007,Brake Pad Set,Fremont,Model S,160,142,8
8/22/2024,P010,Battery Module,Shanghai,Cybertruck,193,443,8
1/4/2024,P015,Fuse Box,New York,Model 3,221,356,15
6/2/2024,P016,Fuse Box,Shanghai,Model S,235,1748,29
1/29/2024,P008,Shock Absorber,New York,Model X,482,1539,18
4/18/2024,P002,Seat Belt Kit,New York,Model X,453,536,23
4/7/2024,P017,Headlight Assembly,Austin,Model X,120,696,29
8/2/2024,P006,Infotainment Screen,Berlin,Cybertruck,78,1402,24
10/19/2024,P016,Charging Cable,Fremont,Model X,381,1348,17
3/15/2024,P002,Motor Assembly,Fremont,Cybertruck,375,91,6
11/21/2024,P018,Mirror Assembly,Berlin,Model Y,380,1327,8
5/25/2024,P011,Tire Set,New York,Model X,294,1332,21
5/7/2024,P012,Suspension Arm,Shanghai,Model 3,437,663,3
12/6/2024,P005,Shock Absorber,Austin,Model X,21,489,20
2/11/2024,P002,Battery Module,Fremont,Model S,51,1900,3
12/21/2024,P018,Air Filter,Fremont,Model 3,84,1966,22
2/10/2024,P006,Brake Pad Set,New York,Model X,46,370,14
2/3/2024,P001,Windshield,Shanghai,Model S,62,215,26
1/17/2024,P009,Radiator,Fremont,Cybertruck,439,1943,5
6/13/2024,P015,Tire Set,Berlin,Model X,414,1229,15
6/1/2024,P008,Fuse Box,Austin,Cybertruck,120,1461,4
3/16/2024,P014,Battery Module,Shanghai,Model Y,219,1559,25
3/27/2024,P004,Door Handle,Austin,Model 3,413,1510,27
4/26/2024,P007,Windshield,Austin,Cybertruck,467,1258,3
12/27/2024,P020,Coolant Pump,Austin,Model Y,361,1917,28
12/7/2024,P008,Door Handle,Berlin,Model S,211,758,14
1/27/2024,P010,Coolant Pump,Berlin,Model Y,225,1504,21
11/8/2024,P018,Shock Absorber,Berlin,Model X,439,1306,21
10/13/2024,P018,Radiator,Austin,Cybertruck,4,771,11
5/13/2024,P019,Battery Module,Berlin,Model X,461,154,21
8/6/2024,P004,Air Filter,New York,Model Y,173,1404,21
6/16/2024,P013,Air Filter,Austin,Model 3,27,1457,26
4/7/2024,P006,Radiator,New York,Model 3,473,1310,7
9/24/2024,P013,Seat Belt Kit,Fremont,Model Y,288,1870,29
8/24/2024,P016,Brake Pad Set,Shanghai,Model Y,419,332,11
11/4/2024,P020,Tire Set,Fremont,Model S,86,878,22
6/21/2024,P010,Radiator,Austin,Model Y,355,1223,21
7/8/2024,P009,Steering Wheel,New York,Model S,384,1296,9
5/1/2024,P007,Shock Absorber,New York,Model X,308,1232,7
2/15/2024,P017,Suspension Arm,Shanghai,Model X,252,1162,10
3/4/2024,P020,Brake Pad Set,Austin,Model S,21,434,12
5/9/2024,P007,Seat Belt Kit,Austin,Model X,155,1089,8
11/5/2024,P002,Bumper Cover,Berlin,Model Y,222,1316,16
12/28/2024,P019,Radiator,Austin,Model Y,55,1502,12
7/11/2024,P001,Charging Cable,Fremont,Model 3,245,134,16
11/2/2024,P002,Charging Cable,New York,Cybertruck,224,1449,6
6/29/2024,P005,Coolant Pump,New York,Model Y,61,573,13
10/18/2024,P018,Fuse Box,Berlin,Model S,360,824,29
10/8/2024,P006,Shock Absorber,Austin,Model X,435,615,8
1/29/2024,P006,Radiator,Shanghai,Cybertruck,218,855,15
5/28/2024,P016,Headlight Assembly,Berlin,Model Y,222,1736,20
9/23/2024,P016,Coolant Pump,Fremont,Model X,270,1522,16
10/22/2024,P003,Seat Belt Kit,Fremont,Model S,37,1245,7
1/11/2024,P003,Infotainment Screen,Berlin,Model S,127,1845,4
6/12/2024,P004,Tire Set,Berlin,Model Y,439,592,15
4/22/2024,P006,Shock Absorber,New York,Model Y,291,993,20
7/5/2024,P003,Charging Cable,Berlin,Model S,356,1950,8
10/21/2024,P009,Shock Absorber,New York,Model X,348,1340,23
8/19/2024,P003,Seat Belt Kit,Fremont,Model 3,44,236,11
8/14/2024,P006,Seat Belt Kit,Fremont,Model S,367,1075,7
11/5/2024,P020,Headlight Assembly,Fremont,Model S,113,892,27
4/7/2024,P009,Door Handle,New York,Model S,461,1067,15
2/24/2024,P015,Headlight Assembly,Berlin,Model Y,126,1562,10
4/20/2024,P009,Fuse Box,Austin,Model 3,99,1028,22
5/31/2024,P005,Coolant Pump,Austin,Model Y,53,830,23
9/2/2024,P016,Door Handle,Shanghai,Model S,38,846,26
3/9/2024,P003,Brake Pad Set,Shanghai,Model X,49,79,18
11/7/2024,P009,Motor Assembly,New York,Model Y,140,1408,27
10/15/2024,P017,Air Filter,Berlin,Model Y,120,653,17
9/6/2024,P003,Headlight Assembly,Fremont,Model Y,446,302,4
2/5/2024,P007,Battery Module,Austin,Cybertruck,135,990,4
8/26/2024,P007,Charging Cable,Shanghai,Model S,372,1287,9
5/27/2024,P006,AC Compressor,Berlin,Model X,178,67,22
8/14/2024,P020,Door Handle,Austin,Cybertruck,15,200,24
8/31/2024,P008,Suspension Arm,Berlin,Cybertruck,371,180,18
12/2/2024,P004,Steering Wheel,Fremont,Model 3,34,809,5
12/30/2024,P015,Suspension Arm,New York,Model S,268,1568,5
7/19/2024,P006,Fuse Box,Austin,Model Y,249,1298,24
6/2/2024,P016,Air Filter,Austin,Model S,499,778,15
3/13/2024,P005,Air Filter,Berlin,Cybertruck,430,1988,9
7/19/2024,P012,Motor Assembly,Berlin,Cybertruck,134,1175,5
10/22/2024,P014,Coolant Pump,Berlin,Model X,476,1584,17
1/17/2024,P006,Suspension Arm,Fremont,Model S,172,1000,15
5/8/2024,P003,Brake Pad Set,Austin,Model 3,452,1343,28
8/4/2024,P019,Bumper Cover,New York,Cybertruck,211,1245,18
3/1/2024,P010,Motor Assembly,New York,Model Y,356,222,10
4/13/2024,P007,Air Filter,New York,Model S,388,1450,19
2/11/2024,P013,Coolant Pump,Berlin,Model X,121,1856,29
1/25/2024,P001,Air Filter,Fremont,Model S,459,1787,4
2/8/2024,P001,Fuse Box,Berlin,Model Y,288,1711,14
10/17/2024,P017,Suspension Arm,New York,Model S,13,1603,8
5/10/2024,P004,Bumper Cover,Fremont,Cybertruck,86,1232,29
8/16/2024,P014,Brake Pad Set,Berlin,Model S,340,1999,19
4/17/2024,P006,Seat Belt Kit,Shanghai,Model S,8,1790,27
6/20/2024,P014,Air Filter,Shanghai,Cybertruck,30,1300,29
4/11/2024,P015,Headlight Assembly,Fremont,Cybertruck,347,430,10
12/19/2024,P001,Motor Assembly,New York,Cybertruck,478,53,24
1/12/2024,P020,Charging Cable,New York,Cybertruck,324,1507,13
10/1/2024,P016,Motor Assembly,New York,Model Y,443,864,8
4/10/2024,P004,Fuse Box,New York,Model X,464,1271,8
2/13/2024,P002,Radiator,New York,Model 3,157,1994,18
10/31/2024,P001,Battery Module,Austin,Model X,46,1776,28
1/17/2024,P013,Air Filter,New York,Model S,422,1702,29
11/25/2024,P016,Charging Cable,Berlin,Model Y,94,57,19
2/26/2024,P008,Brake Pad Set,Fremont,Cybertruck,21,877,16
11/6/2024,P004,Mirror Assembly,Austin,Cybertruck,205,153,25
10/29/2024,P002,Steering Wheel,New York,Model 3,1,1384,9
1/12/2024,P013,Brake Pad Set,Berlin,Model Y,51,108,29
11/13/2024,P005,Windshield,New York,Model Y,198,1770,4
3/20/2024,P020,Infotainment Screen,Shanghai,Model X,103,868,11
8/3/2024,P013,Fuse Box,Fremont,Model S,479,1541,10
12/4/2024,P005,Fuse Box,Shanghai,Model X,397,883,13
9/20/2024,P016,Suspension Arm,New York,Model Y,6,1308,12
5/28/2024,P006,Mirror Assembly,Shanghai,Model S,341,60,21
3/21/2024,P016,Infotainment Screen,Berlin,Model S,254,1597,22
8/2/2024,P013,Tire Set,Austin,Model Y,203,1369,29
7/16/2024,P011,Suspension Arm,Berlin,Model S,129,1291,18
7/18/2024,P001,Steering Wheel,Berlin,Model 3,371,508,17
1/25/2024,P004,Air Filter,Fremont,Cybertruck,381,897,13
3/29/2024,P003,Infotainment Screen,Fremont,Cybertruck,466,952,8
9/24/2024,P018,Coolant Pump,Shanghai,Cybertruck,192,737,26
5/22/2024,P016,Mirror Assembly,New York,Model S,274,1319,22
2/28/2024,P013,Windshield,Shanghai,Model X,348,684,20
12/30/2024,P013,Air Filter,Austin,Model S,310,145,20
1/26/2024,P007,Door Handle,New York,Cybertruck,183,1846,4
2/16/2024,P015,Fuse Box,Berlin,Model X,238,232,15
10/14/2024,P015,Motor Assembly,Berlin,Model Y,68,1467,4
9/22/2024,P005,Windshield,Austin,Model S,331,1149,8
1/16/2024,P017,Door Handle,New York,Model S,375,1315,24
7/17/2024,P011,Tire Set,Austin,Model Y,456,1778,21
10/8/2024,P013,Battery Module,Shanghai,Model Y,58,1013,8
3/26/2024,P010,AC Compressor,Austin,Cybertruck,278,391,5
9/6/2024,P015,Seat Belt Kit,Fremont,Cybertruck,63,843,27
9/26/2024,P002,Infotainment Screen,Austin,Cybertruck,164,1312,19
11/30/2024,P011,Infotainment Screen,New York,Model Y,359,1085,17
4/26/2024,P011,Windshield,Shanghai,Model Y,109,1403,28
1/7/2024,P001,Headlight Assembly,Fremont,Model Y,256,601,12
5/16/2024,P008,Seat Belt Kit,Shanghai,Model 3,254,1280,19
6/24/2024,P017,Seat Belt Kit,Berlin,Model X,380,340,9
11/23/2024,P008,Windshield,Fremont,Cybertruck,470,1008,18
11/10/2024,P013,Shock Absorber,Austin,Model 3,457,854,25
8/2/2024,P005,Coolant Pump,Shanghai,Model S,256,980,15
3/22/2024,P006,Fuse Box,Austin,Model 3,410,835,25
8/10/2024,P020,Shock Absorber,Austin,Model X,357,1483,17
4/12/2024,P014,Fuse Box,Shanghai,Cybertruck,162,1275,3
9/29/2024,P017,Motor Assembly,Austin,Model X,490,1008,25
1/14/2024,P016,AC Compressor,Fremont,Model Y,100,1734,26
6/7/2024,P009,Seat Belt Kit,Shanghai,Model Y,312,761,8
5/31/2024,P019,Windshield,New York,Model 3,21,243,15
4/17/2024,P002,Seat Belt Kit,Austin,Model Y,17,52,4
7/6/2024,P004,Coolant Pump,Berlin,Model 3,79,774,10
10/27/2024,P020,Radiator,Shanghai,Model 3,216,1089,12
4/7/2024,P009,Shock Absorber,Berlin,Model Y,372,65,23
5/10/2024,P004,Bumper Cover,New York,Model X,253,1396,26
10/19/2024,P005,Fuse Box,New York,Model 3,310,864,24
6/19/2024,P006,Bumper Cover,Berlin,Model 3,484,1047,13
7/1/2024,P020,Shock Absorber,Shanghai,Model 3,427,653,4
12/29/2024,P001,Door Handle,Berlin,Model 3,152,1252,12
2/8/2024,P013,Suspension Arm,Fremont,Model 3,63,1463,10
1/15/2024,P018,Charging Cable,Austin,Model 3,218,874,14
1/4/2024,P003,Shock Absorber,New York,Model S,330,806,6
12/14/2024,P020,Fuse Box,New York,Model Y,95,1456,25
7/28/2024,P005,Shock Absorber,New York,Model 3,321,1728,10
6/9/2024,P013,Battery Module,Fremont,Model X,234,541,28
1/16/2024,P010,Radiator,Fremont,Model X,366,69,9
4/17/2024,P003,Air Filter,Fremont,Model 3,38,904,18
11/6/2024,P011,Charging Cable,Berlin,Cybertruck,215,1901,24
8/14/2024,P001,Mirror Assembly,Berlin,Model 3,85,535,22
6/18/2024,P015,Brake Pad Set,Austin,Model X,167,674,8
2/3/2024,P004,Seat Belt Kit,Berlin,Model Y,111,1488,28
9/7/2024,P015,Steering Wheel,New York,Model 3,140,1531,28
9/3/2024,P007,Charging Cable,Fremont,Cybertruck,373,1235,14
9/25/2024,P015,Steering Wheel,New York,Model S,107,796,14
5/20/2024,P004,Shock Absorber,Fremont,Model X,18,514,6
9/30/2024,P003,Charging Cable,Berlin,Model X,86,1187,12
4/5/2024,P014,Shock Absorber,Austin,Model 3,60,1385,18
8/14/2024,P006,Air Filter,Shanghai,Model S,428,843,22
2/8/2024,P001,Suspension Arm,Fremont,Model 3,262,209,3
10/28/2024,P009,Windshield,Fremont,Cybertruck,182,158,14
1/29/2024,P012,Infotainment Screen,New York,Cybertruck,98,151,16
11/13/2024,P018,Suspension Arm,Austin,Cybertruck,347,1844,12
9/1/2024,P003,Air Filter,Austin,Model Y,202,1666,10
8/23/2024,P019,Door Handle,Austin,Cybertruck,207,743,4
7/3/2024,P003,Suspension Arm,Shanghai,Model S,231,1744,19
9/28/2024,P014,Door Handle,New York,Model S,207,216,7
8/23/2024,P004,Air Filter,Austin,Model Y,498,306,9
8/26/2024,P013,Windshield,New York,Cybertruck,449,1404,21
9/22/2024,P013,Battery Module,Berlin,Model 3,465,486,28
12/24/2024,P002,Air Filter,Austin,Cybertruck,348,308,17
12/5/2024,P002,Fuse Box,Shanghai,Model X,330,288,23
3/5/2024,P010,Brake Pad Set,Shanghai,Cybertruck,170,575,21
6/25/2024,P011,Suspension Arm,Berlin,Model S,8,1293,26
1/3/2024,P015,Battery Module,Berlin,Model Y,451,317,14
5/21/2024,P003,Motor Assembly,Shanghai,Model X,283,623,12
6/6/2024,P014,Infotainment Screen,Fremont,Model 3,25,1738,26
11/19/2024,P018,Steering Wheel,Shanghai,Model Y,460,1346,15
5/25/2024,P019,Door Handle,New York,Model S,21,1884,3
10/19/2024,P019,Door Handle,Shanghai,Cybertruck,323,455,9
6/1/2024,P001,Radiator,Shanghai,Cybertruck,315,1549,18
7/11/2024,P019,Fuse Box,Berlin,Model X,132,457,29
3/13/2024,P003,Charging Cable,Berlin,Model X,44,1475,14
10/31/2024,P020,Motor Assembly,Fremont,Model Y,444,792,5
12/9/2024,P008,Radiator,Berlin,Model X,466,1738,11
5/19/2024,P017,Bumper Cover,Shanghai,Model Y,222,1090,3
7/5/2024,P001,Fuse Box,Fremont,Model S,56,1852,5
10/19/2024,P006,Air Filter,New York,Cybertruck,160,1874,5
3/1/2024,P017,Headlight Assembly,Fremont,Cybertruck,260,1750,28
7/16/2024,P001,Coolant Pump,Berlin,Model X,124,1865,22
10/21/2024,P013,AC Compressor,Fremont,Model Y,30,153,10
11/14/2024,P012,Shock Absorber,Shanghai,Model X,406,1411,21
10/28/2024,P005,Door Handle,Fremont,Model 3,332,1262,24
12/9/2024,P020,Motor Assembly,Fremont,Model 3,113,1909,23
1/11/2024,P013,Coolant Pump,Austin,Model 3,50,1271,29
3/2/2024,P008,Tire Set,Fremont,Cybertruck,114,1564,27
11/28/2024,P012,Mirror Assembly,Fremont,Model Y,231,362,23
8/13/2024,P009,Charging Cable,New York,Cybertruck,272,136,25
6/1/2024,P017,Battery Module,Austin,Model S,250,1388,3
7/17/2024,P014,Door Handle,New York,Model 3,156,853,19
2/21/2024,P007,Seat Belt Kit,Austin,Model X,387,363,13
9/16/2024,P004,Charging Cable,Fremont,Model S,239,1164,6
2/28/2024,P007,Door Handle,Shanghai,Model S,121,1672,14
3/12/2024,P017,Headlight Assembly,New York,Model Y,281,1546,8
5/27/2024,P017,Headlight Assembly,Berlin,Cybertruck,254,580,5
12/14/2024,P001,Tire Set,Berlin,Model X,68,717,16
3/3/2024,P002,AC Compressor,Austin,Cybertruck,416,1280,25
11/5/2024,P018,Door Handle,Austin,Cybertruck,161,978,19
8/30/2024,P009,Headlight Assembly,Berlin,Model Y,447,833,28
12/31/2024,P005,Headlight Assembly,Shanghai,Model Y,469,1950,12
11/25/2024,P001,AC Compressor,Fremont,Model 3,203,1894,28
4/16/2024,P007,Tire Set,New York,Model 3,207,1373,7
8/13/2024,P002,Infotainment Screen,Shanghai,Cybertruck,77,1511,25
11/8/2024,P003,Motor Assembly,New York,Cybertruck,174,644,21
8/5/2024,P004,Suspension Arm,New York,Cybertruck,324,993,23
8/28/2024,P003,Suspension Arm,Fremont,Model 3,466,841,20
9/15/2024,P019,Infotainment Screen,Fremont,Model 3,106,1961,12
9/18/2024,P012,Shock Absorber,New York,Model S,206,1298,3
1/5/2024,P015,Charging Cable,Fremont,Model 3,116,995,11
9/17/2024,P004,Bumper Cover,Fremont,Model 3,353,1173,26
2/23/2024,P001,AC Compressor,Shanghai,Model Y,377,211,24
2/16/2024,P016,Infotainment Screen,New York,Model S,48,1352,17
8/2/2024,P006,Tire Set,Berlin,Cybertruck,242,1032,15
6/25/2024,P017,Battery Module,Shanghai,Model Y,282,866,20
1/9/2024,P005,Coolant Pump,Fremont,Model Y,260,501,18
4/8/2024,P013,Steering Wheel,Berlin,Model X,55,573,16
1/20/2024,P012,Seat Belt Kit,Shanghai,Model X,136,1746,29
8/28/2024,P001,Shock Absorber,Shanghai,Cybertruck,135,374,12
3/1/2024,P012,Bumper Cover,Fremont,Model 3,23,1334,13
6/26/2024,P002,Suspension Arm,New York,Model S,350,296,11
12/3/2024,P018,Bumper Cover,Austin,Model 3,170,947,10
3/2/2024,P009,Tire Set,Austin,Model S,496,1502,21
5/24/2024,P016,Headlight Assembly,Berlin,Cybertruck,422,604,22
8/3/2024,P020,Fuse Box,Austin,Model Y,13,469,13
1/3/2024,P015,Shock Absorber,New York,Model X,347,434,12
6/8/2024,P010,Shock Absorber,New York,Model 3,434,876,6
8/14/2024,P002,Headlight Assembly,Berlin,Model 3,372,324,19
9/25/2024,P004,Motor Assembly,Fremont,Model 3,485,1304,20
4/29/2024,P018,Windshield,Fremont,Cybertruck,430,1064,25
3/29/2024,P019,AC Compressor,Berlin,Cybertruck,307,533,28
11/24/2024,P018,Door Handle,Austin,Cybertruck,409,169,4
3/8/2024,P014,Seat Belt Kit,Austin,Model 3,209,626,16
12/22/2024,P008,Seat Belt Kit,Berlin,Model X,75,978,15
4/7/2024,P005,Radiator,Shanghai,Model X,213,1616,25
9/23/2024,P005,Steering Wheel,Berlin,Cybertruck,393,1543,28
4/14/2024,P008,Tire Set,Fremont,Model X,129,1237,5
11/18/2024,P011,Suspension Arm,Austin,Model Y,477,1931,26
5/2/2024,P007,Seat Belt Kit,Shanghai,Model Y,419,1453,29
1/29/2024,P013,Headlight Assembly,Shanghai,Model Y,329,1874,6
5/16/2024,P017,AC Compressor,Austin,Model 3,180,1478,8
7/13/2024,P019,Shock Absorber,Shanghai,Model X,420,1334,16
8/13/2024,P003,Door Handle,Shanghai,Model 3,430,1905,18
11/27/2024,P002,Air Filter,Berlin,Model 3,338,328,28
6/18/2024,P006,Air Filter,Berlin,Model S,165,922,29
1/9/2024,P019,Headlight Assembly,New York,Model X,346,801,4
2/9/2024,P015,Shock Absorber,Austin,Model S,26,732,5
1/25/2024,P004,Headlight Assembly,New York,Model Y,210,73,13
9/17/2024,P019,Battery Module,Berlin,Cybertruck,419,1496,8
8/13/2024,P007,Windshield,Fremont,Model Y,179,847,21
5/3/2024,P020,Radiator,Berlin,Cybertruck,323,633,25
2/7/2024,P014,Tire Set,New York,Model 3,372,200,24
11/23/2024,P007,Coolant Pump,Shanghai,Model S,185,1353,14
9/7/2024,P020,Shock Absorber,Austin,Model 3,158,1882,14
6/24/2024,P014,Infotainment Screen,Fremont,Model S,273,533,7
3/30/2024,P005,Air Filter,Berlin,Cybertruck,224,1483,16
2/6/2024,P015,Battery Module,Fremont,Model 3,12,843,22
11/11/2024,P012,Battery Module,Shanghai,Model S,41,104,18
6/24/2024,P017,Air Filter,Fremont,Model S,80,217,20
10/10/2024,P005,Seat Belt Kit,Fremont,Model 3,42,751,12
3/21/2024,P019,Motor Assembly,Fremont,Cybertruck,376,62,13
4/23/2024,P010,Air Filter,New York,Model S,55,636,25
2/9/2024,P012,Shock Absorber,Berlin,Model Y,305,1111,18
10/27/2024,P002,Steering Wheel,Austin,Cybertruck,48,628,26
8/11/2024,P017,Steering Wheel,New York,Model 3,311,1972,14
11/13/2024,P005,AC Compressor,New York,Model S,214,1167,16
12/14/2024,P015,Mirror Assembly,Berlin,Model X,131,641,8
4/24/2024,P020,Fuse Box,Austin,Model X,28,1346,29
7/4/2024,P013,Steering Wheel,Fremont,Model 3,451,155,22
11/18/2024,P020,Fuse Box,Austin,Cybertruck,223,631,6
2/25/2024,P011,Coolant Pump,Berlin,Model Y,468,1636,17
2/9/2024,P018,Infotainment Screen,Fremont,Model X,52,932,3
12/19/2024,P009,Shock Absorber,New York,Model X,466,1194,15
2/9/2024,P016,Radiator,Shanghai,Model Y,434,1893,5
12/12/2024,P015,Brake Pad Set,New York,Model 3,262,1158,4
8/24/2024,P004,Brake Pad Set,Austin,Model 3,139,308,15
10/15/2024,P012,Door Handle,Austin,Model S,494,1660,18
9/18/2024,P013,Radiator,New York,Cybertruck,222,816,3
8/3/2024,P009,Suspension Arm,Shanghai,Cybertruck,482,265,21
5/26/2024,P015,Brake Pad Set,Austin,Model X,176,718,10
12/1/2024,P018,Radiator,New York,Model X,222,1144,6
6/16/2024,P020,Infotainment Screen,Austin,Model X,420,497,6
4/1/2024,P007,Suspension Arm,New York,Model S,240,1727,26
12/18/2024,P012,Coolant Pump,Austin,Cybertruck,476,794,21
2/28/2024,P010,Infotainment Screen,Shanghai,Model S,299,263,9
2/28/2024,P007,Headlight Assembly,Austin,Model 3,180,1918,24
10/30/2024,P014,Steering Wheel,Berlin,Model Y,166,1571,8
6/17/2024,P015,AC Compressor,Shanghai,Model Y,232,1702,19
9/25/2024,P004,Air Filter,Austin,Model Y,135,80,6
12/28/2024,P008,AC Compressor,Austin,Model X,420,160,24
2/14/2024,P019,Motor Assembly,Berlin,Model 3,289,1522,25
12/10/2024,P019,Brake Pad Set,Shanghai,Cybertruck,228,996,3
6/29/2024,P005,Steering Wheel,Berlin,Cybertruck,494,1089,16
6/18/2024,P003,Tire Set,New York,Model S,208,770,26
12/21/2024,P010,Door Handle,Berlin,Model 3,68,1530,6
7/9/2024,P015,Shock Absorber,New York,Model S,31,939,26
6/3/2024,P002,AC Compressor,Shanghai,Cybertruck,280,1067,27
7/6/2024,P010,Motor Assembly,Fremont,Model X,349,982,25
1/7/2024,P016,Windshield,New York,Model Y,345,413,26
5/12/2024,P003,Motor Assembly,Austin,Model 3,210,1843,20
8/22/2024,P007,Charging Cable,Austin,Model Y,63,1215,14
2/14/2024,P019,Bumper Cover,Berlin,Model Y,417,1461,19
11/9/2024,P015,Fuse Box,Berlin,Model S,222,527,3
9/5/2024,P012,Coolant Pump,Austin,Model 3,176,1388,20
1/31/2024,P002,Motor Assembly,Fremont,Model X,7,847,19
1/23/2024,P013,Windshield,Shanghai,Model 3,18,1457,23
6/8/2024,P020,Suspension Arm,Berlin,Model S,412,1630,10
12/28/2024,P019,Coolant Pump,Shanghai,Model 3,42,567,21
6/6/2024,P007,Door Handle,New York,Cybertruck,235,885,11
2/8/2024,P003,Brake Pad Set,Fremont,Cybertruck,72,72,11
3/22/2024,P006,Battery Module,Berlin,Model 3,277,1439,6
12/21/2024,P001,Bumper Cover,Austin,Model Y,266,241,27
9/14/2024,P002,Seat Belt Kit,Fremont,Cybertruck,110,1302,21
7/24/2024,P001,Shock Absorber,Shanghai,Model 3,90,1581,18
3/17/2024,P004,Steering Wheel,New York,Cybertruck,28,1114,24
1/12/2024,P005,AC Compressor,Austin,Model 3,139,1446,29
10/21/2024,P002,Motor Assembly,Austin,Model X,213,758,12
8/11/2024,P016,Windshield,New York,Model S,375,267,10
1/13/2024,P008,Seat Belt Kit,Shanghai,Model Y,454,408,21
2/15/2024,P015,Radiator,Berlin,Model X,200,1974,15
6/3/2024,P011,Seat Belt Kit,Fremont,Cybertruck,492,1614,29
4/22/2024,P010,Charging Cable,Shanghai,Model 3,431,64,20
8/20/2024,P003,Door Handle,Berlin,Model S,226,1255,27
1/17/2024,P011,Brake Pad Set,New York,Model Y,402,1522,6
12/25/2024,P017,Air Filter,Shanghai,Model Y,206,104,23
8/10/2024,P010,Fuse Box,Fremont,Model 3,131,208,20
12/19/2024,P017,Radiator,Austin,Model 3,100,1617,8
